Date,Open,High,Low,Close,Adj Close,Volume
2022-11-01,46.500000,47.599998,44.540001,45.099998,45.099998,9471700
2022-11-02,44.570000,47.360001,44.540001,45.119999,45.119999,6871000
2022-11-03,44.750000,48.020000,44.500000,47.610001,47.610001,11893200
2022-11-04,54.220001,56.980000,48.310001,51.570000,51.570000,20529800
2022-11-07,53.450001,54.560001,50.950001,52.099998,52.099998,8817300
2022-11-08,52.220001,56.470001,51.294998,54.529999,54.529999,8747500
2022-11-09,53.480000,54.401001,51.869999,53.250000,53.250000,5146800
2022-11-10,58.040001,60.500000,57.000000,59.459999,59.459999,7144000
2022-11-11,60.509998,64.260002,58.500000,62.990002,62.990002,7672600
2022-11-14,61.880001,63.790001,60.119999,62.020000,62.020000,6399100
2022-11-15,64.800003,65.489998,61.889999,63.380001,63.380001,6138800
2022-11-16,61.410000,62.230000,60.450001,60.779999,60.779999,5031000
2022-11-17,58.830002,60.250000,58.070000,58.700001,58.700001,4286000
2022-11-18,60.049999,60.060001,56.770000,58.290001,58.290001,3139600
2022-11-21,56.700001,57.105000,54.500000,55.270000,55.270000,5533600
2022-11-22,55.310001,55.744999,53.029999,53.950001,53.950001,3635800
2022-11-23,54.610001,57.090000,53.689999,56.580002,56.580002,3963100
2022-11-25,55.689999,56.439999,55.139999,55.470001,55.470001,1308300
2022-11-28,55.000000,57.080002,54.439999,54.650002,54.650002,4707600
2022-11-29,55.310001,55.540001,53.240002,53.340000,53.340000,2805400
2022-11-30,55.299999,58.639999,54.759998,58.250000,58.250000,7911200
2022-12-01,57.919998,59.939999,56.570000,57.119999,57.119999,4222000
2022-12-02,53.009998,56.220001,52.619999,55.189999,55.189999,4720200
2022-12-05,54.849998,54.990002,52.950001,53.230000,53.230000,3695700
2022-12-06,52.910000,53.970001,51.830002,52.709999,52.709999,5475100
2022-12-07,52.000000,53.959999,51.529999,53.619999,53.619999,3606700
2022-12-08,54.160000,55.250000,53.441002,54.009998,54.009998,3957600
2022-12-09,53.259998,55.540001,52.820000,55.270000,55.270000,3360700
2022-12-12,55.590000,58.060001,55.299999,58.020000,58.020000,5319000
2022-12-13,61.209999,62.320000,56.970001,58.240002,58.240002,6198700
2022-12-14,58.000000,59.049999,56.889999,58.500000,58.500000,4133200
2022-12-15,57.500000,58.000000,54.380001,55.250000,55.250000,5287100
2022-12-16,55.049999,55.150002,51.720001,52.520000,52.520000,6140800
2022-12-19,52.790001,53.740002,51.130001,51.439999,51.439999,4111100
2022-12-20,51.029999,52.570000,50.167999,51.330002,51.330002,3402300
2022-12-21,52.000000,53.930000,51.724998,52.919998,52.919998,3964900
2022-12-22,52.000000,52.040001,49.700001,51.360001,51.360001,3021200
2022-12-23,50.970001,51.230000,49.755001,50.689999,50.689999,2406100
2022-12-27,50.000000,50.020000,47.840000,48.430000,48.430000,3461800
2022-12-28,48.009998,48.560001,46.820000,46.849998,46.849998,2580000
2022-12-29,47.250000,49.750000,46.320000,49.580002,49.580002,4235700
2022-12-30,48.189999,49.270000,47.970001,48.820000,48.820000,3193300
2023-01-03,49.980000,51.080002,47.825001,48.360001,48.360001,3684800
2023-01-04,49.349998,50.189999,47.720001,48.930000,48.930000,2874100
2023-01-05,48.169998,48.250000,46.799999,47.130001,47.130001,3653200
2023-01-06,47.320000,48.349998,45.931999,48.000000,48.000000,3803100
2023-01-09,46.500000,49.740002,46.250000,48.049999,48.049999,8097500
2023-01-10,47.730000,48.880001,46.490002,48.040001,48.040001,3850600
2023-01-11,49.000000,51.928001,48.270000,51.799999,51.799999,6348700
2023-01-12,53.000000,53.279999,49.450001,52.029999,52.029999,3714100
2023-01-13,50.750000,52.910000,50.580002,52.340000,52.340000,2712200
2023-01-17,53.090000,55.529999,52.145000,54.470001,54.470001,4506100
2023-01-18,55.529999,57.529999,55.040001,55.310001,55.310001,5267200
2023-01-19,54.070000,55.154999,53.009998,54.650002,54.650002,2996600
2023-01-20,55.570000,58.049999,55.490002,58.020000,58.020000,3025600
2023-01-23,58.470001,60.900002,57.950001,60.590000,60.590000,4495500
2023-01-24,60.000000,61.180000,59.230000,59.529999,59.529999,2354400
2023-01-25,57.430000,59.730000,56.470001,59.529999,59.529999,2524600
2023-01-26,61.490002,62.049999,56.830002,56.950001,56.950001,4694300
2023-01-27,56.639999,59.529999,55.950001,58.630001,58.630001,5283800
2023-01-30,57.549999,58.505001,56.220001,56.560001,56.560001,3650000
2023-01-31,56.790001,58.000000,56.020000,57.919998,57.919998,3099300
2023-02-01,57.450001,59.535000,56.009998,58.910000,58.910000,5430500
2023-02-02,62.000000,65.349998,61.270000,63.810001,63.810001,5720400
2023-02-03,60.180000,62.020000,58.889999,59.040001,59.040001,5835300
2023-02-06,58.020000,59.900002,58.009998,59.680000,59.680000,2737800
2023-02-07,59.630001,60.389999,57.799999,60.020000,60.020000,3816200
2023-02-08,62.980000,65.690002,61.700001,62.380001,62.380001,7901000
2023-02-09,62.759998,64.610001,61.119999,61.849998,61.849998,5387400
2023-02-10,59.970001,60.299999,56.790001,57.720001,57.720001,5370800
2023-02-13,58.049999,59.570000,57.450001,59.290001,59.290001,3824900
2023-02-14,58.590000,62.110001,57.845001,61.610001,61.610001,3976600
2023-02-15,63.240002,68.400002,62.680000,68.180000,68.180000,8659500
2023-02-16,66.849998,70.129997,65.720001,66.889999,66.889999,14708200
2023-02-17,69.779999,70.050003,60.419998,61.810001,61.810001,23601400
2023-02-21,59.970001,60.860001,57.220001,58.060001,58.060001,10352500
2023-02-22,58.259998,59.730000,56.959999,57.889999,57.889999,6327600
2023-02-23,58.299999,58.400002,55.049999,56.570000,56.570000,5545300
2023-02-24,54.889999,55.450001,53.491001,55.090000,55.090000,4971600
2023-02-27,55.279999,55.445999,53.779999,54.189999,54.189999,6040500
2023-02-28,54.459999,55.209999,53.810001,54.660000,54.660000,4054900
2023-03-01,54.590000,55.130001,53.619999,53.919998,53.919998,2696000
2023-03-02,52.860001,55.349998,52.599998,55.279999,55.279999,3181900
2023-03-03,55.790001,57.380001,55.419998,57.340000,57.340000,3041600
2023-03-06,57.520000,57.779999,55.810001,55.950001,55.950001,3148100
2023-03-07,55.680000,59.700001,55.560001,58.160000,58.160000,7913200
2023-03-08,57.200001,58.740002,56.830002,58.200001,58.200001,5218700
2023-03-09,57.610001,59.459999,55.070000,55.279999,55.279999,4523100
2023-03-10,55.290001,55.639999,52.669998,53.230000,53.230000,5145900
2023-03-13,52.430000,55.500000,51.500000,53.799999,53.799999,4896200
2023-03-14,57.040001,58.450001,56.400002,56.990002,56.990002,5344000
2023-03-15,56.040001,58.616001,55.750000,58.470001,58.470001,5420500
2023-03-16,58.340000,61.049999,58.169998,60.730000,60.730000,4880300
2023-03-17,61.090000,61.779999,59.330002,59.639999,59.639999,4734300
2023-03-20,59.000000,59.709999,58.139999,59.320000,59.320000,3184800
2023-03-21,60.080002,60.939999,59.564999,60.369999,60.369999,3215900
2023-03-22,60.910000,61.541000,59.009998,59.119999,59.119999,3065800
2023-03-23,60.360001,61.990002,59.560001,60.310001,60.310001,2995200
2023-03-24,60.349998,60.790001,59.220001,60.669998,60.669998,2644900
2023-03-27,61.410000,61.540001,59.730000,59.900002,59.900002,2537700
2023-03-28,59.720001,60.150002,58.689999,59.040001,59.040001,2935000
2023-03-29,59.919998,60.930000,59.169998,59.860001,59.860001,2235900
2023-03-30,61.090000,62.259998,60.810001,61.779999,61.779999,3083500
2023-03-31,61.830002,64.464996,61.400002,63.560001,63.560001,4530400
2023-04-03,62.500000,64.209999,62.330002,63.939999,63.939999,2820200
2023-04-04,64.400002,65.144997,63.209999,63.340000,63.340000,2156100
2023-04-05,62.790001,62.889999,59.389999,60.860001,60.860001,4330400
2023-04-06,60.330002,60.860001,58.279999,60.680000,60.680000,2890600
2023-04-10,59.520000,61.790001,58.740002,61.580002,61.580002,3102400
2023-04-11,61.520000,63.264999,61.480000,62.919998,62.919998,2860100
2023-04-12,64.330002,65.120003,59.709999,60.099998,60.099998,3395100
2023-04-13,60.980000,62.680000,60.400002,61.450001,61.450001,3244200
2023-04-14,60.950001,62.080002,60.615002,61.720001,61.720001,1992100
2023-04-17,61.619999,62.220001,60.529999,60.619999,60.619999,2893400
2023-04-18,61.500000,62.430000,60.830002,62.389999,62.389999,3549600
2023-04-19,61.419998,62.415001,60.619999,61.730000,61.730000,3050000
2023-04-20,60.549999,60.970001,59.509998,59.560001,59.560001,2320100
2023-04-21,59.669998,61.290001,58.540001,61.290001,61.290001,2608000
2023-04-24,61.639999,62.119999,59.279999,59.880001,59.880001,1958000
2023-04-25,58.980000,59.319000,56.590000,56.820000,56.820000,3544100
2023-04-26,57.720001,58.470001,56.959999,57.500000,57.500000,4947200
2023-04-27,58.439999,59.270000,57.860001,58.419998,58.419998,1801900
2023-04-28,58.060001,61.250000,57.389999,61.189999,61.189999,3234500
2023-05-01,60.930000,62.875000,60.450001,62.200001,62.200001,4179100
2023-05-02,63.500000,64.230003,60.919998,61.619999,61.619999,4656500
2023-05-03,61.720001,63.880001,61.279999,62.360001,62.360001,2989900
2023-05-04,62.619999,63.669998,62.270000,62.830002,62.830002,5980800
2023-05-05,65.000000,65.309998,60.360001,62.900002,62.900002,9165400
2023-05-08,62.900002,67.269997,62.900002,66.769997,66.769997,6387200
2023-05-09,66.459999,69.279999,65.870003,67.300003,67.300003,6874500
2023-05-10,68.239998,69.339996,66.440002,68.760002,68.760002,5811900
2023-05-11,68.940002,68.959999,67.089996,67.220001,67.220001,3140500
2023-05-12,67.250000,67.644997,65.239998,65.870003,65.870003,2741300
2023-05-15,66.269997,67.070000,65.559998,66.199997,66.199997,2411000
2023-05-16,65.550003,65.809998,63.730000,64.180000,64.180000,3531200
2023-05-17,64.000000,65.730003,63.730000,65.220001,65.220001,2251600
2023-05-18,65.000000,67.495003,64.730003,66.970001,66.970001,3054400
2023-05-19,67.059998,67.074997,65.809998,66.980003,66.980003,2031600
2023-05-22,66.559998,67.879997,63.630001,65.629997,65.629997,6574300
2023-05-23,64.779999,67.300003,64.650002,66.029999,66.029999,2734800
2023-05-24,65.360001,67.309998,65.300003,66.000000,66.000000,2897400
2023-05-25,66.980003,67.419998,65.760002,66.500000,66.500000,2764700
2023-05-26,66.680000,68.430000,66.500000,67.440002,67.440002,2286200
2023-05-30,68.339996,68.339996,64.680000,64.940002,64.940002,3414600
2023-05-31,64.010002,65.400002,62.830002,65.290001,65.290001,4714800
2023-06-01,64.830002,69.089996,64.589996,67.570000,67.570000,4190200
2023-06-02,69.000000,69.959999,67.480003,67.879997,67.879997,2814600
2023-06-05,67.660004,69.853996,67.000000,69.349998,69.349998,2985500
2023-06-06,68.760002,71.760002,67.949997,71.190002,71.190002,3649900
2023-06-07,71.419998,71.419998,68.709999,70.150002,70.150002,4064100
2023-06-08,69.169998,71.389999,69.000000,69.970001,69.970001,2520900
2023-06-09,70.230003,72.440002,69.680000,71.779999,71.779999,4902600
2023-06-12,72.000000,72.720001,70.657997,72.370003,72.370003,2864500
2023-06-13,73.379997,73.599998,71.139999,73.160004,73.160004,2284000
2023-06-14,72.019997,72.019997,70.389999,71.500000,71.500000,3149900
2023-06-15,71.139999,73.080002,70.690002,71.760002,71.760002,2721800
2023-06-16,72.370003,73.559998,71.760002,73.260002,73.260002,3658000
2023-06-20,72.110001,73.334999,71.669998,73.000000,73.000000,2840400
2023-06-21,72.980003,73.815002,71.849998,72.910004,72.910004,2820100
2023-06-22,72.790001,73.870003,72.250000,72.769997,72.769997,2564200
2023-06-23,72.050003,73.260002,71.220001,72.639999,72.639999,6262500
2023-06-26,72.089996,75.150002,72.040001,73.580002,73.580002,2983900
2023-06-27,74.470001,74.870003,73.129997,74.760002,74.760002,2625300
2023-06-28,74.870003,77.235001,74.800003,76.489998,76.489998,3118800
2023-06-29,76.389999,76.639999,74.989998,75.449997,75.449997,1817900
2023-06-30,76.669998,77.800003,76.220001,76.419998,76.419998,2645100
2023-07-03,76.739998,78.760002,76.739998,78.709999,78.709999,1750100
2023-07-05,78.419998,79.180000,77.650002,79.070000,79.070000,1922600
2023-07-06,77.669998,78.529999,75.065002,76.989998,76.989998,3734900
2023-07-07,77.360001,78.739998,77.040001,77.949997,77.949997,2402500
2023-07-10,78.010002,78.440002,76.830002,77.610001,77.610001,2194900
2023-07-11,77.610001,80.019997,77.389999,79.849998,79.849998,1999300
2023-07-12,81.190002,81.349998,79.440002,80.589996,80.589996,2463500
2023-07-13,81.699997,84.114998,81.550003,83.290001,83.290001,2584800
2023-07-14,83.500000,84.070000,81.690002,83.959999,83.959999,2904300
2023-07-17,83.690002,85.709999,82.910004,85.339996,85.339996,3033200
2023-07-18,85.339996,86.250000,84.309998,85.070000,85.070000,2961900
2023-07-19,85.000000,86.070000,83.980003,85.099998,85.099998,2495900
